"Time","116001F","","116001F","","116001F","",""
"and","141.00","","141.00","","141.00","",""
"Date","Discharge (ML/day)","","Discharge (ML/day)","","Discharge (ML/day)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 15/11/2014,     385.011,     30,     379.080,     30,     393.898,     30, 
00:00:00 16/11/2014,     373.976,     30,     364.608,     30,     386.467,     30, 
00:00:00 17/11/2014,     365.786,     30,     357.523,     30,     375.451,     30, 
00:00:00 18/11/2014,     353.748,     30,     347.069,     30,     361.066,     30, 
00:00:00 19/11/2014,     343.929,     30,     336.787,     30,     354.024,     30, 
00:00:00 20/11/2014,     334.368,     30,     326.722,     30,     347.069,     30, 
00:00:00 21/11/2014,     325.590,     30,     316.829,     30,     336.787,     30, 
00:00:00 22/11/2014,     319.060,     30,     310.349,     30,     330.048,     30, 
00:00:00 23/11/2014,     312.091,     30,     303.955,     30,     323.395,     30, 
00:00:00 24/11/2014,     301.241,     30,     291.427,     30,     310.349,     30, 
00:00:00 25/11/2014,     294.640,     30,     288.360,     30,     303.955,     30, 
00:00:00 26/11/2014,     292.865,     30,     279.245,     30,     323.395,     30, 
00:00:00 27/11/2014,     293.986,     30,     282.269,     30,     323.395,     30, 
00:00:00 28/11/2014,     285.690,     30,     276.264,     30,     297.648,     30, 
00:00:00 29/11/2014,     302.958,     30,     282.269,     30,     340.200,     30, 
00:00:00 30/11/2014,     316.580,     30,     300.802,     30,     343.613,     30, 
00:00:00 01/12/2014,     293.764,     30,     279.245,     30,     310.349,     30, 
00:00:00 02/12/2014,     285.699,     30,     279.245,     30,     294.538,     30, 
00:00:00 03/12/2014,     283.063,     30,     273.283,     30,     291.427,     30, 
00:00:00 04/12/2014,     286.115,     30,     276.264,     30,     297.648,     30, 
00:00:00 05/12/2014,     293.103,     30,     279.245,     30,     307.152,     30, 
00:00:00 06/12/2014,     323.521,     30,     270.302,     30,     436.622,     30, 
00:00:00 07/12/2014,     451.767,     30,     436.622,     30,     461.117,     30, 
00:00:00 08/12/2014,     608.616,     30,     456.970,     30,     678.974,     30, 
00:00:00 09/12/2014,     536.276,     30,     486.518,     30,     632.016,     30, 
00:00:00 10/12/2014,     449.406,     30,     428.630,     30,     486.518,     30, 
00:00:00 11/12/2014,     412.002,     30,     393.898,     30,     440.640,     30, 
00:00:00 12/12/2014,     389.084,     30,     379.080,     30,     412.992,     30, 
00:00:00 13/12/2014,     390.452,     30,     368.194,     30,     412.992,     30, 
00:00:00 14/12/2014,     362.854,     30,     347.069,     30,     379.080,     30, 
00:00:00 15/12/2014,     342.977,     30,     323.395,     30,     361.066,     30, 
00:00:00 16/12/2014,     317.215,     30,     297.648,     30,     340.200,     30, 
00:00:00 17/12/2014,     299.087,     30,     279.245,     30,     320.112,     30, 
00:00:00 18/12/2014,     280.688,     30,     261.576,     30,     300.802,     30, 
00:00:00 19/12/2014,     262.710,     30,     250.214,     30,     276.264,     30, 
00:00:00 20/12/2014,     254.379,     60,     239.198,     60,     270.302,     60, 
00:00:00 21/12/2014,     298.528,     30,     250.214,     30,     390.182,     30, 
00:00:00 22/12/2014,     261.319,     30,     244.685,     30,     288.360,     30, 
00:00:00 23/12/2014,     245.768,     60,     233.755,     60,     261.576,     60, 
00:00:00 24/12/2014,     234.663,     60,     223.171,     60,     247.450,     60, 
00:00:00 25/12/2014,     226.113,     60,     212.890,     60,     241.920,     60, 
00:00:00 26/12/2014,     217.978,     60,     202.910,     60,     233.755,     60, 
00:00:00 27/12/2014,     210.847,     60,     193.277,     60,     228.442,     60, 
00:00:00 28/12/2014,     209.137,     60,     195.653,     60,     225.806,     60, 
00:00:00 29/12/2014,     206.250,     60,     193.277,     60,     223.171,     60, 
00:00:00 30/12/2014,     199.543,     60,     183.902,     60,     215.438,     60, 
00:00:00 31/12/2014,     195.998,     60,     183.902,     60,     207.878,     60, 
00:00:00 01/01/2015,     197.570,     60,     183.902,     60,     215.438,     60, 
00:00:00 02/01/2015,     262.048,     60,     215.438,     60,     276.264,     60, 
00:00:00 03/01/2015,     407.598,     30,     276.264,     30,     851.602,     30, 
00:00:00 04/01/2015,    1178.808,     30,     851.602,     30,    1488.283,     30, 
00:00:00 05/01/2015,    1548.650,     30,    1196.856,     30,    1945.512,     30, 
00:00:00 06/01/2015,    1034.323,     30,     940.291,     30,    1196.856,     30, 
00:00:00 07/01/2015,    1147.852,     30,    1042.114,     30,    1319.242,     30, 
00:00:00 08/01/2015,    1482.429,     30,    1319.242,     30,    1626.091,     30, 
00:00:00 09/01/2015,    1437.305,     30,    1325.506,     30,    1549.454,     30, 
00:00:00 10/01/2015,    1213.482,     30,    1126.613,     30,    1325.506,     30, 
00:00:00 11/01/2015,    1044.615,     30,     982.454,     30,    1126.613,     30, 
00:00:00 12/01/2015,     967.217,     30,     955.973,     30,    1003.925,     30, 
00:00:00 13/01/2015,     940.909,     30,     878.990,     30,    1009.325,     30, 
00:00:00 14/01/2015,     814.829,     30,     762.134,     30,     878.990,     30, 
00:00:00 15/01/2015,     700.813,     30,     663.077,     30,     762.134,     30, 
00:00:00 16/01/2015,     616.370,     30,     587.218,     30,     663.077,     30, 
00:00:00 17/01/2015,     662.621,     30,     553.824,     30,     987.768,     30, 
00:00:00 18/01/2015,     790.172,     30,     689.688,     30,     977.098,     30, 
00:00:00 19/01/2015,     667.008,     30,     642.254,     30,     722.520,     30, 
00:00:00 20/01/2015,     754.985,     30,     722.520,     30,     803.088,     30, 
00:00:00 21/01/2015,     693.589,     30,     626.918,     30,     791.868,     30, 
00:00:00 22/01/2015,     842.049,     30,     791.868,     30,     935.107,     30, 
00:00:00 23/01/2015,    1403.907,     30,     935.107,     30,    1619.006,     30, 
00:00:00 24/01/2015,    1279.458,     30,    1232.885,     30,    1389.355,     30, 
00:00:00 25/01/2015,    2382.681,     30,    1376.482,     30,    3368.088,     30, 
00:00:00 26/01/2015,    4166.087,     30,    3294.475,     30,    5357.362,     30, 
00:00:00 27/01/2015,    2929.909,     30,    2288.563,     30,    3909.082,     30, 
00:00:00 28/01/2015,    1925.485,     30,    1640.218,     30,    2288.563,     30, 
00:00:00 29/01/2015,    1457.056,     30,    1331.813,     30,    1640.218,     30, 
00:00:00 30/01/2015,    1269.729,     30,    1196.856,     30,    1331.813,     30, 
00:00:00 31/01/2015,    1248.756,     30,    1208.822,     30,    1288.008,     30, 
00:00:00 01/02/2015,    1237.849,     30,    1196.856,     30,    1281.830,     30, 
00:00:00 02/02/2015,    1142.890,     30,    1103.717,     30,    1196.856,     30, 
00:00:00 03/02/2015,    1106.114,     30,    1092.355,     30,    1120.867,     30, 
00:00:00 04/02/2015,    1071.876,     30,    1036.584,     30,    1098.014,     30, 
00:00:00 05/02/2015,    1037.003,     30,    1014.725,     30,    1086.696,     30, 
00:00:00 06/02/2015,    1353.474,     30,    1009.325,     30,    1704.758,     30, 
00:00:00 07/02/2015,    1508.604,     30,    1300.450,     30,    1640.218,     30, 
00:00:00 08/02/2015,    1900.318,     30,    1281.830,     30,    3897.590,     30, 
00:00:00 09/02/2015,    5773.495,     30,    3897.590,     30,    8464.176,     30, 
00:00:00 10/02/2015,    7749.554,     30,    5820.163,     30,    9005.904,     30, 
00:00:00 11/02/2015,   17601.238,     30,    5748.667,     30,   22094.251,     30, 
00:00:00 12/02/2015,   12720.250,     20,    9845.669,     20,   17161.762,     20, 
00:00:00 13/02/2015,    8576.872,     20,    8012.218,     20,    9845.669,     20, 
00:00:00 14/02/2015,    9916.320,     20,    7934.026,     20,   12949.027,     20, 
00:00:00 15/02/2015,   19045.519,     10,   12949.027,     10,   25932.096,     10, 
00:00:00 16/02/2015,   16687.093,     20,   12137.472,     20,   24462.951,     20, 
00:00:00 17/02/2015,   12468.722,     20,   11562.005,     20,   14109.379,     20, 
00:00:00 18/02/2015,   15110.285,     10,   14109.379,     10,   15512.515,     10, 
00:00:00 19/02/2015,   12292.511,     20,   10232.438,     20,   14825.462,     20, 
00:00:00 20/02/2015,    8781.254,     20,    7656.811,     20,   10232.438,     20, 
00:00:00 21/02/2015,    6836.033,     30,    5964.667,     30,    7656.811,     30, 
00:00:00 22/02/2015,    5358.930,     30,    4968.173,     30,    5964.667,     30, 
00:00:00 23/02/2015,    4799.856,     30,    4607.842,     30,    4968.173,     30, 
00:00:00 24/02/2015,    4406.982,     30,    4226.429,     30,    4863.715,     30, 
00:00:00 25/02/2015,    5800.390,     30,    4863.715,     30,    6259.507,     30, 
00:00:00 26/02/2015,    5245.368,     30,    4760.424,     30,    5579.107,     30, 
00:00:00 27/02/2015,    4379.963,     30,    4130.957,     30,    4760.424,     30, 
00:00:00 28/02/2015,    5694.822,     30,    4545.072,     30,    6140.621,     30, 
00:00:00 01/03/2015,    4901.511,     30,    4582.699,     30,    5439.917,     30, 
00:00:00 02/03/2015,    4005.650,     30,    3550.738,     30,    4582.699,     30, 
00:00:00 03/03/2015,    3357.554,     30,    3252.787,     30,    3550.738,     30, 
00:00:00 04/03/2015,    3076.473,     30,    2920.190,     30,    3263.198,     30, 
00:00:00 05/03/2015,    2796.626,     30,    2681.424,     30,    2920.190,     30, 
00:00:00 06/03/2015,    2546.087,     30,    2427.408,     30,    2690.798,     30, 
00:00:00 07/03/2015,    2295.060,     30,    2145.960,     30,    2427.408,     30, 
00:00:00 08/03/2015,    2094.885,     30,    2024.395,     30,    2179.051,     30, 
00:00:00 09/03/2015,    1928.236,     30,    1853.150,     30,    2024.395,     30, 
00:00:00 10/03/2015,    1802.731,     30,    1755.907,     30,    1860.754,     30, 
00:00:00 11/03/2015,    2398.028,     30,    1837.987,     30,    4060.152,     30, 
00:00:00 12/03/2015,   11261.270,     30,    4060.152,     30,   26684.381,     30, 
00:00:00 13/03/2015,   47957.412,     10,   26684.381,     10,   67210.776,     10, 
00:00:00 14/03/2015,   62927.314,     10,   60749.352,     10,   67210.776,     10, 
00:00:00 15/03/2015,   55609.640,     10,   46609.647,     10,   61563.759,     10, 
00:00:00 16/03/2015,   37411.805,     10,   29450.434,     10,   46609.647,     10, 
00:00:00 17/03/2015,   23466.444,     10,   18537.423,     10,   29450.434,     10, 
00:00:00 18/03/2015,   15363.561,     20,   12949.027,     20,   18537.423,     20, 
00:00:00 19/03/2015,   11323.965,     30,   10220.256,     30,   12949.027,     30, 
00:00:00 20/03/2015,    9056.248,     30,    8214.566,     30,   10220.256,     30, 
00:00:00 21/03/2015,    7590.641,     30,    7069.637,     30,    8214.566,     30, 
00:00:00 22/03/2015,    6420.562,     30,    5831.352,     30,    7069.637,     30, 
00:00:00 23/03/2015,    5516.096,     30,    5256.230,     30,    5831.352,     30, 
00:00:00 24/03/2015,    4996.227,     30,    4715.582,     30,    5256.230,     30, 
00:00:00 25/03/2015,    4413.418,     30,    4146.206,     30,    4715.582,     30, 
00:00:00 26/03/2015,    3919.361,     30,    3723.494,     30,    4146.206,     30, 
00:00:00 27/03/2015,    3541.100,     30,    3382.085,     30,    3723.494,     30, 
00:00:00 28/03/2015,    3237.427,     30,    3122.582,     30,    3382.085,     30, 
00:00:00 29/03/2015,    2977.956,     30,    2865.024,     30,    3122.582,     30, 
00:00:00 30/03/2015,    2761.182,     30,    2687.558,     30,    2865.024,     30, 
00:00:00 31/03/2015,    2589.319,     30,    2516.616,     30,    2687.558,     30, 
00:00:00 01/04/2015,    2456.287,     30,    2406.283,     30,    2516.616,     30, 
00:00:00 02/04/2015,    2415.329,     30,    2379.154,     30,    2572.862,     30, 
00:00:00 03/04/2015,    2309.489,     30,    2246.184,     30,    2388.182,     30, 
00:00:00 04/04/2015,    2180.126,     30,    2135.635,     30,    2246.184,     30, 
00:00:00 05/04/2015,    2103.830,     30,    2071.483,     30,    2135.635,     30, 
00:00:00 06/04/2015,    2013.156,     30,    1961.842,     30,    2071.483,     30, 
00:00:00 07/04/2015,    1933.877,     30,    1908.274,     30,    1961.842,     30, 
00:00:00 08/04/2015,    1862.510,     30,    1818.374,     30,    1908.274,     30, 
00:00:00 09/04/2015,    2050.020,     30,    1810.987,     30,    2194.258,     30, 
00:00:00 10/04/2015,    1934.303,     30,    1825.762,     30,    2103.451,     30, 
00:00:00 11/04/2015,    1753.226,     30,    1716.595,     30,    1825.762,     30, 
00:00:00 12/04/2015,    1701.191,     30,    1688.083,     30,    1723.723,     30, 
00:00:00 13/04/2015,    1677.219,     30,    1659.874,     30,    1695.211,     30, 
00:00:00 14/04/2015,    1626.107,     30,    1597.406,     30,    1666.915,     30, 
00:00:00 15/04/2015,    1590.014,     30,    1570.061,     30,    1604.275,     30, 
00:00:00 16/04/2015,    1632.810,     30,    1604.275,     30,    1709.424,     30, 
00:00:00 17/04/2015,    1776.086,     30,    1709.424,     30,    1863.000,     30, 
00:00:00 18/04/2015,    1948.089,     30,    1788.955,     30,    3070.051,     30, 
00:00:00 19/04/2015,    4083.415,     30,    3070.051,     30,    4503.600,     30, 
00:00:00 20/04/2015,    3314.955,     30,    2895.264,     30,    4059.547,     30, 
00:00:00 21/04/2015,    2692.610,     30,    2488.795,     30,    2895.264,     30, 
00:00:00 22/04/2015,    2293.727,     30,    2119.522,     30,    2488.795,     30, 
00:00:00 23/04/2015,    2000.952,     30,    1900.670,     30,    2119.522,     30, 
00:00:00 24/04/2015,    1830.751,     30,    1788.955,     30,    1900.670,     30, 
00:00:00 25/04/2015,    1747.509,     30,    1723.723,     30,    1788.955,     30, 
00:00:00 26/04/2015,    1703.382,     30,    1681.042,     30,    1730.938,     30, 
00:00:00 27/04/2015,    1633.980,     30,    1604.275,     30,    1681.042,     30, 
00:00:00 28/04/2015,    1553.105,     30,    1516.147,     30,    1604.275,     30, 
00:00:00 29/04/2015,    1479.942,     30,    1450.267,     30,    1516.147,     30, 
00:00:00 30/04/2015,    1432.615,     30,    1411.517,     30,    1456.790,     30, 
00:00:00 01/05/2015,    1384.367,     30,    1360.800,     30,    1411.517,     30, 
00:00:00 02/05/2015,    1342.472,     30,    1323.432,     30,    1367.064,     30, 
00:00:00 03/05/2015,    1304.748,     30,    1286.626,     30,    1323.432,     30, 
00:00:00 04/05/2015,    1264.105,     30,    1244.462,     30,    1286.626,     30, 
00:00:00 05/05/2015,    1231.010,     30,    1214.827,     30,    1256.429,     30, 
00:00:00 06/05/2015,    1188.676,     30,    1168.214,     30,    1214.827,     30, 
00:00:00 07/05/2015,    1150.124,     30,    1128.298,     30,    1174.003,     30, 
00:00:00 08/05/2015,    1113.015,     30,    1094.688,     30,    1139.616,     30, 
00:00:00 09/05/2015,    1080.567,     30,    1061.640,     30,    1100.261,     30, 
00:00:00 10/05/2015,    1053.420,     30,    1039.954,     30,    1072.613,     30, 
00:00:00 11/05/2015,    1028.327,     30,    1013.170,     30,    1045.354,     30, 
00:00:00 12/05/2015,    1005.780,     30,     992.002,     30,    1023.840,     30, 
00:00:00 13/05/2015,     983.000,     30,     965.952,     30,     997.272,     30, 
00:00:00 14/05/2015,     960.837,     30,     945.389,     30,     981.547,     30, 
00:00:00 15/05/2015,     933.630,     30,     914.976,     30,     950.486,     30, 
00:00:00 16/05/2015,     914.057,     30,     890.050,     30,     930.096,     30, 
00:00:00 17/05/2015,     960.338,     30,     930.096,     30,    1018.483,     30, 
00:00:00 18/05/2015,    1049.671,     30,    1018.483,     30,    1072.613,     30, 
00:00:00 19/05/2015,    1055.670,     30,    1029.197,     30,    1072.613,     30, 
00:00:00 20/05/2015,    1055.099,     30,    1034.554,     30,    1078.099,     30, 
