"Time","120006B","","120006B","","120006B","",""
"and","141.00","","141.00","","141.00","",""
"Date","Discharge (ML/day)","","Discharge (ML/day)","","Discharge (ML/day)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 09/03/1979,  271284.761,      9,  143186.315,      9,  437353.692,      9, 
00:00:00 10/03/1979,  459948.507,      9,  430210.832,      9,  504352.918,      9, 
00:00:00 11/03/1979,  636165.705,      9,  448153.952,      9,  849179.248,      9, 
00:00:00 12/03/1979, 1011564.874,      9,  849179.248,      9, 1105510.773,      9, 
00:00:00 13/03/1979,  960328.296,      9,  802764.395,      9, 1101681.952,      9, 
00:00:00 14/03/1979,  754080.149,      9,  737071.320,      9,  802764.395,      9, 
00:00:00 15/03/1979,  747514.190,      9,  672034.660,      9,  776856.835,      9, 
00:00:00 16/03/1979,  568491.038,      9,  483530.840,      9,  672034.660,      9, 
00:00:00 17/03/1979,  433560.997,      9,  389224.961,      9,  483530.840,      9, 
00:00:00 18/03/1979,  346756.423,      9,  304716.151,      9,  389224.961,      9, 
00:00:00 19/03/1979,  268252.056,      9,  233651.262,      9,  304716.151,      9, 
00:00:00 20/03/1979,  201745.085,      9,  174353.058,      9,  233651.262,      9, 
00:00:00 21/03/1979,  149947.946,      9,  127906.493,      9,  174353.058,      9, 
00:00:00 22/03/1979,  109738.574,      9,   94118.341,      9,  127906.493,      9, 
00:00:00 23/03/1979,   80690.404,      9,   69155.268,      9,   94118.341,      9, 
00:00:00 24/03/1979,   63307.899,      9,   57659.058,      9,   69155.268,      9, 
00:00:00 25/03/1979,   49763.692,      9,   42867.444,      9,   57659.058,      9, 
00:00:00 26/03/1979,   38101.918,      9,   33292.400,      9,   42867.444,      9, 
00:00:00 27/03/1979,   30175.672,      9,   27481.035,      9,   33292.400,      9, 
00:00:00 28/03/1979,   25134.769,      9,   23314.920,      9,   27481.035,      9, 
00:00:00 29/03/1979,   21636.983,      9,   20187.987,      9,   23314.920,      9, 
00:00:00 30/03/1979,   18291.943,      9,   16872.530,      9,   20187.987,      9, 
00:00:00 31/03/1979,   15852.025,      9,   14859.060,      9,   16872.530,      9, 
00:00:00 01/04/1979,   14047.959,      9,   13192.035,      9,   14859.060,      9, 
00:00:00 02/04/1979,   12652.180,      9,   12015.422,      9,   13192.035,      9, 
00:00:00 03/04/1979,   11653.163,      9,   11245.133,      9,   12015.422,      9, 
00:00:00 04/04/1979,   10914.581,      9,   10575.014,      9,   11245.133,      9, 
00:00:00 05/04/1979,   10195.186,      9,    9887.625,      9,   10575.014,      9, 
00:00:00 06/04/1979,    9626.129,      9,    9385.233,      9,    9887.625,      9, 
00:00:00 07/04/1979,    9128.951,      9,    8896.366,      9,    9385.233,      9, 
00:00:00 08/04/1979,    8644.866,      9,    8419.548,      9,    8896.366,      9, 
00:00:00 09/04/1979,    8136.221,      9,    7951.435,      9,    8419.548,      9, 
00:00:00 10/04/1979,    7636.227,      9,    7404.976,      9,    7951.435,      9, 
00:00:00 11/04/1979,    7254.266,      9,    7101.302,      9,    7404.976,      9, 
00:00:00 12/04/1979,    6987.942,      9,    6957.101,      9,    7101.302,      9, 
00:00:00 13/04/1979,    6957.101,      9,    6957.101,      9,    6957.101,      9, 
00:00:00 14/04/1979,    6931.816,      9,    6883.445,      9,    6957.101,      9, 
00:00:00 15/04/1979,    6830.077,      9,    6776.827,      9,    6883.445,      9, 
00:00:00 16/04/1979,    6750.903,      9,    6746.587,      9,    6776.827,      9, 
00:00:00 17/04/1979,    6748.192,      9,    6746.587,      9,    6791.902,      9, 
00:00:00 18/04/1979,    7031.847,      9,    6791.902,      9,    8071.096,      9, 
00:00:00 19/04/1979,   10715.428,      9,    8071.096,      9,   14327.288,      9, 
00:00:00 20/04/1979,   15125.150,      9,   14270.774,      9,   15861.701,      9, 
00:00:00 21/04/1979,   13159.927,      9,   11994.675,      9,   14270.774,      9, 
00:00:00 22/04/1979,   11285.497,      9,   10683.348,      9,   11994.675,      9, 
00:00:00 23/04/1979,   10179.322,      9,    9608.976,      9,   10683.348,      9, 
00:00:00 24/04/1979,    9040.882,      9,    8575.675,      9,    9608.976,      9, 
00:00:00 25/04/1979,    8199.907,      9,    7885.901,      9,    8575.675,      9, 
00:00:00 26/04/1979,    7594.211,      9,    7278.466,      9,    7885.901,      9, 
00:00:00 27/04/1979,    6984.540,      9,    6746.587,      9,    7278.466,      9, 
00:00:00 28/04/1979,    6539.886,      9,    6335.280,      9,    6746.587,      9, 
00:00:00 29/04/1979,    6144.358,      9,    5973.696,      9,    6335.280,      9, 
00:00:00 30/04/1979,    5797.192,      9,    5584.637,      9,    5973.696,      9, 
00:00:00 01/05/1979,    5379.163,      9,    5213.246,      9,    5584.637,      9, 
00:00:00 02/05/1979,    5069.938,      9,    4928.299,      9,    5213.246,      9, 
00:00:00 03/05/1979,    4790.513,      9,    4654.584,      9,    4928.299,      9, 
00:00:00 04/05/1979,    4555.012,      9,    4521.917,      9,    4654.584,      9, 
00:00:00 05/05/1979,    4538.347,      9,    4521.917,      9,    4587.710,      9, 
00:00:00 06/05/1979,    4571.489,      9,    4391.107,      9,    4654.195,      9, 
00:00:00 07/05/1979,    4170.517,      9,    4015.656,      9,    4391.107,      9, 
00:00:00 08/05/1979,    3910.702,      9,    3836.635,      9,    4015.656,      9, 
00:00:00 09/05/1979,    3792.971,      9,    3778.445,      9,    3836.635,      9, 
00:00:00 10/05/1979,    3778.445,      9,    3778.445,      9,    3778.445,      9, 
00:00:00 11/05/1979,    3778.445,      9,    3778.445,      9,    3778.445,      9, 
00:00:00 12/05/1979,    3763.933,      9,    3720.470,      9,    3778.445,      9, 
00:00:00 13/05/1979,    3677.461,      9,    3663.144,      9,    3720.470,      9, 
00:00:00 14/05/1979,    3634.866,      9,    3550.306,      9,    3663.144,      9, 
00:00:00 15/05/1979,    3453.804,      9,    3385.541,      9,    3550.306,      9, 
00:00:00 16/05/1979,    3345.217,      9,    3331.800,      9,    3385.541,      9, 
00:00:00 17/05/1979,    3305.304,      9,    3226.090,      9,    3331.800,      9, 
00:00:00 18/05/1979,    3135.820,      9,    3072.168,      9,    3226.090,      9, 
00:00:00 19/05/1979,    3034.663,      9,    3022.186,      9,    3072.168,      9, 
00:00:00 20/05/1979,    3009.740,      9,    2972.462,      9,    3022.186,      9, 
00:00:00 21/05/1979,    2923.441,      9,    2874.744,      9,    2972.462,      9, 
00:00:00 22/05/1979,    2838.708,      9,    2826.706,      9,    2874.744,      9, 
00:00:00 23/05/1979,    2814.829,      9,    2779.229,      9,    2826.706,      9, 
00:00:00 24/05/1979,    2744.032,      9,    2732.314,      9,    2779.229,      9, 
00:00:00 25/05/1979,    2732.314,      9,    2732.314,      9,    2732.314,      9, 
00:00:00 26/05/1979,    2709.198,      9,    2640.082,      9,    2732.314,      9, 
00:00:00 27/05/1979,    2561.479,      9,    2506.075,      9,    2640.082,      9, 
00:00:00 28/05/1979,    2473.466,      9,    2462.616,      9,    2506.075,      9, 
00:00:00 29/05/1979,    2462.616,      9,    2462.616,      9,    2462.616,      9, 
00:00:00 30/05/1979,    2462.616,      9,    2462.616,      9,    2462.616,      9, 
00:00:00 31/05/1979,    2454.156,      9,    2428.834,      9,    2462.616,      9, 
00:00:00 01/06/1979,    2395.397,      9,    2362.133,      9,    2428.834,      9, 
00:00:00 02/06/1979,    2337.433,      9,    2329.214,      9,    2362.133,      9, 
00:00:00 03/06/1979,    2329.214,      9,    2329.214,      9,    2329.214,      9, 
00:00:00 04/06/1979,    2329.214,      9,    2329.214,      9,    2329.214,      9, 
00:00:00 05/06/1979,    2321.039,      9,    2296.555,      9,    2329.214,      9, 
00:00:00 06/06/1979,    2264.242,      9,    2232.101,      9,    2296.555,      9, 
00:00:00 07/06/1979,    2208.215,      9,    2200.262,      9,    2232.101,      9, 
00:00:00 08/06/1979,    2200.262,      9,    2200.262,      9,    2200.262,      9, 
00:00:00 09/06/1979,    2200.262,      9,    2200.262,      9,    2200.262,      9, 
00:00:00 10/06/1979,    2200.262,      9,    2200.262,      9,    2200.262,      9, 
00:00:00 11/06/1979,    2200.262,      9,    2200.262,      9,    2200.262,      9, 
00:00:00 12/06/1979,    2200.262,      9,    2200.262,      9,    2200.262,      9, 
00:00:00 13/06/1979,    2200.262,      9,    2200.262,      9,    2200.262,      9, 
00:00:00 14/06/1979,    2192.364,      9,    2168.683,      9,    2200.262,      9, 
00:00:00 15/06/1979,    2145.222,      9,    2137.406,      9,    2168.683,      9, 
00:00:00 16/06/1979,    2137.406,      9,    2137.406,      9,    2137.406,      9, 
00:00:00 17/06/1979,    2137.406,      9,    2137.406,      9,    2137.406,      9, 
00:00:00 18/06/1979,    2129.702,      9,    2106.605,      9,    2137.406,      9, 
00:00:00 19/06/1979,    2083.655,      9,    2076.019,      9,    2106.605,      9, 
00:00:00 20/06/1979,    2076.019,      9,    2076.019,      9,    2076.019,      9, 
00:00:00 21/06/1979,    2076.019,      9,    2076.019,      9,    2076.019,      9, 
00:00:00 22/06/1979,    2076.019,      9,    2076.019,      9,    2076.019,      9, 
00:00:00 23/06/1979,    2076.019,      9,    2076.019,      9,    2076.019,      9, 
00:00:00 24/06/1979,    2107.005,      9,    2076.019,      9,    2200.803,      9, 
00:00:00 25/06/1979,    2490.159,      9,    2200.803,      9,    2640.082,      9, 
00:00:00 26/06/1979,    2709.198,      9,    2640.082,      9,    2732.314,      9, 
00:00:00 27/06/1979,    2709.198,      9,    2640.082,      9,    2732.314,      9, 
00:00:00 28/06/1979,    2561.479,      9,    2506.075,      9,    2640.082,      9, 
00:00:00 29/06/1979,    2473.466,      9,    2462.616,      9,    2506.075,      9, 
00:00:00 30/06/1979,    2462.616,      9,    2462.616,      9,    2462.616,      9, 
00:00:00 01/07/1979,    2454.156,      9,    2428.834,      9,    2462.616,      9, 
00:00:00 02/07/1979,    2403.709,      9,    2395.354,      9,    2428.834,      9, 
00:00:00 03/07/1979,    2395.354,      9,    2395.354,      9,    2395.354,      9, 
00:00:00 04/07/1979,    2395.354,      9,    2395.354,      9,    2395.354,      9, 
00:00:00 05/07/1979,    2387.041,      9,    2362.133,      9,    2395.354,      9, 
00:00:00 06/07/1979,    2321.143,      9,    2264.198,      9,    2362.133,      9, 
00:00:00 07/07/1979,    2200.522,      9,    2137.622,      9,    2264.198,      9, 
00:00:00 08/07/1979,    2091.395,      9,    2076.019,      9,    2137.622,      9, 
00:00:00 09/07/1979,    2076.019,      9,    2076.019,      9,    2076.019,      9, 
00:00:00 10/07/1979,    2068.394,      9,    2045.563,      9,    2076.019,      9, 
00:00:00 11/07/1979,    2022.905,      9,    2015.366,      9,    2045.563,      9, 
00:00:00 12/07/1979,    2015.366,      9,    2015.366,      9,    2015.366,      9, 
00:00:00 13/07/1979,    2010.731,      9,    1991.347,      9,    2015.366,      9, 
00:00:00 14/07/1979,    1965.967,      9,    1955.707,      9,    1991.347,      9, 
00:00:00 15/07/1979,    1955.707,      9,    1955.707,      9,    1955.707,      9, 
00:00:00 16/07/1979,    1955.707,      9,    1955.707,      9,    1955.707,      9, 
00:00:00 17/07/1979,    1948.959,      9,    1927.282,      9,    1955.707,      9, 
00:00:00 18/07/1979,    1904.810,      9,    1897.171,      9,    1927.282,      9, 
00:00:00 19/07/1979,    1897.171,      9,    1897.171,      9,    1897.171,      9, 
00:00:00 20/07/1979,    1889.026,      9,    1866.240,      9,    1897.171,      9, 
00:00:00 21/07/1979,    1845.726,      9,    1839.672,      9,    1866.240,      9, 
00:00:00 22/07/1979,    1830.583,      9,    1807.315,      9,    1839.672,      9, 
00:00:00 23/07/1979,    1778.872,      9,    1750.680,      9,    1807.315,      9, 
00:00:00 24/07/1979,    1720.309,      9,    1686.614,      9,    1750.680,      9, 
00:00:00 25/07/1979,    1665.086,      9,    1659.917,      9,    1686.614,      9, 
00:00:00 26/07/1979,    1659.917,      9,    1659.917,      9,    1659.917,      9, 
00:00:00 27/07/1979,    1645.653,      9,    1615.939,      9,    1659.917,      9, 
00:00:00 28/07/1979,    1639.353,      9,    1593.475,      9,    1728.173,      9, 
00:00:00 29/07/1979,    1611.824,      9,    1593.475,      9,    1692.165,      9, 
00:00:00 30/07/1979,    1656.084,      9,    1604.173,      9,    1659.917,      9, 
00:00:00 31/07/1979,    1659.917,      9,    1659.917,      9,    1659.917,      9, 
00:00:00 01/08/1979,    1701.982,      9,    1659.917,      9,    1783.210,      9, 
00:00:00 02/08/1979,    1917.244,      9,    1783.210,      9,    1955.707,      9, 
00:00:00 03/08/1979,    2174.559,      9,    1955.707,      9,    2441.525,      9, 
00:00:00 04/08/1979,    2386.446,      9,    2305.757,      9,    2462.616,      9, 
00:00:00 05/08/1979,    2250.024,      9,    2200.262,      9,    2305.757,      9, 
00:00:00 06/08/1979,    2180.446,      9,    2015.114,      9,    2264.198,      9, 
00:00:00 07/08/1979,    1960.555,      9,    1955.707,      9,    2015.114,      9, 
00:00:00 08/08/1979,    1933.948,      9,    1904.818,      9,    1955.707,      9, 
00:00:00 09/08/1979,    1897.665,      9,    1897.171,      9,    1904.818,      9, 
00:00:00 10/08/1979,    1897.171,      9,    1897.171,      9,    1897.171,      9, 
00:00:00 11/08/1979,    1898.501,      9,    1897.171,      9,    1928.058,      9, 
00:00:00 12/08/1979,    1874.256,      9,    1809.821,      9,    1955.707,      9, 
00:00:00 13/08/1979,    1779.345,      9,    1728.173,      9,    1809.821,      9, 
00:00:00 14/08/1979,    1783.210,      9,    1783.210,      9,    1783.210,      9, 
00:00:00 15/08/1979,    1778.920,      9,    1756.296,      9,    1783.210,      9, 
00:00:00 16/08/1979,    1684.650,      9,    1625.875,      9,    1756.296,      9, 
00:00:00 17/08/1979,    1601.283,      9,    1593.475,      9,    1625.875,      9, 
00:00:00 18/08/1979,    1628.718,      9,    1593.475,      9,    1659.917,      9, 
00:00:00 19/08/1979,    1535.292,      9,    1443.592,      9,    1612.526,      9, 
00:00:00 20/08/1979,    1382.697,      9,    1350.907,      9,    1443.592,      9, 
00:00:00 21/08/1979,    1384.894,      9,    1345.810,      9,    1405.080,      9, 
00:00:00 22/08/1979,    1339.821,      9,    1310.472,      9,    1369.526,      9, 
00:00:00 23/08/1979,    1217.968,      9,    1036.159,      9,    1310.472,      9, 
00:00:00 24/08/1979,    1008.206,      9,     978.264,      9,    1036.159,      9, 
00:00:00 25/08/1979,     968.893,      9,     941.112,      9,     994.723,      9, 
00:00:00 26/08/1979,     888.943,      9,     857.520,      9,     941.112,      9, 
00:00:00 27/08/1979,     835.949,      9,     814.579,      9,     857.520,      9, 
00:00:00 28/08/1979,     793.742,      9,     773.107,      9,     814.579,      9, 
00:00:00 29/08/1979,     753.048,      9,     733.190,      9,     773.107,      9, 
00:00:00 30/08/1979,     724.353,      9,     723.038,      9,     733.190,      9, 
00:00:00 31/08/1979,     723.038,      9,     723.038,      9,     723.038,      9, 
00:00:00 01/09/1979,     723.038,      9,     723.038,      9,     723.038,      9, 
00:00:00 02/09/1979,     731.542,      9,     723.038,      9,     761.789,      9, 
00:00:00 03/09/1979,     761.789,      9,     761.789,      9,     761.789,      9, 
00:00:00 04/09/1979,     761.789,      9,     761.789,      9,     761.789,      9, 
00:00:00 05/09/1979,     761.075,      9,     754.229,      9,     761.789,      9, 
00:00:00 06/09/1979,     735.371,      9,     723.038,      9,     754.229,      9, 
00:00:00 07/09/1979,     723.038,      9,     723.038,      9,     723.038,      9, 
00:00:00 08/09/1979,     723.038,      9,     723.038,      9,     723.038,      9, 
00:00:00 09/09/1979,     723.038,      9,     723.038,      9,     723.038,      9, 
00:00:00 10/09/1979,     723.038,      9,     723.038,      9,     723.038,      9, 
